claim_id,paper_key,kind,label,line_start,next_line_start,n_deps,deps,n_unresolved_refs,unresolved_refs,region_chars,used_by_count,deps_str,unresolved_refs_str
GLC2:proposition:p:Loc spec comp Sph,GLC2,proposition,p:Loc spec comp Sph,33879,33915.0,1,['GLC2:lemma:l:Hecke spec diag'],2,"['e:Hecke spec diag', 'sss:S alpha']",1269,0,GLC2:lemma:l:Hecke spec diag,e:Hecke spec diag;sss:S alpha
GLC2:corollary:c:Gamma spec comp Sph,GLC2,corollary,c:Gamma spec comp Sph,33915,34026.0,0,[],7,"['e:rigid equiv Sph spec', 'sss:IndCoh ! Ran 1', 'sss:IndCoh ! Ran 2', 'sss:S alpha', 'sss:flip factors glob', 'sss:mon op Hecke spec', 'sss:mon op on LS']",5201,0,,e:rigid equiv Sph spec;sss:IndCoh ! Ran 1;sss:IndCoh ! Ran 2;sss:S alpha;sss:flip factors glob;sss:mon op Hecke spec;sss:mon op on LS
GLC2:remark:auto0402@L34026,GLC2,remark,,34026,34044.0,1,['GLC2:lemma:l:const Gr is laft'],1,['sss:Poinc spec *'],483,0,GLC2:lemma:l:const Gr is laft,sss:Poinc spec *
GLC2:proposition:p:Poinc * Sph compat,GLC2,proposition,p:Poinc * Sph compat,34044,34144.0,0,[],4,"['e:rigid equiv Sph spec', 'sss:Hecke act on Op !', 'sss:S alpha', 'sss:rigid act on LS']",4205,1,,e:rigid equiv Sph spec;sss:Hecke act on Op !;sss:S alpha;sss:rigid act on LS
GLC2:proposition:p:Poinc ! Sph compat,GLC2,proposition,p:Poinc ! Sph compat,34144,34149.0,0,[],0,[],195,0,,
GLC2:corollary:c:Poinc ! Sph compat,GLC2,corollary,c:Poinc ! Sph compat,34149,34158.0,1,['GLC2:lemma:l:Theta and Sph'],1,['sss:Hecke act on Op !'],368,1,GLC2:lemma:l:Theta and Sph,sss:Hecke act on Op !
GLC2:lemma:l:Theta and Sph rigid,GLC2,lemma,l:Theta and Sph rigid,34158,34179.0,1,['GLC2:theorem:t:Poinc spec * vs !'],1,['sss:Hecke act on Op !'],719,1,GLC2:theorem:t:Poinc spec * vs !,sss:Hecke act on Op !
GLC2:lemma:auto0407@L34179,GLC2,lemma,,34179,34244.0,4,"['GLC2:corollary:c:Poinc ! Sph compat', 'GLC2:lemma:l:Theta and Sph rigid', 'GLC2:lemma:l:enhancement modules', 'GLC2:proposition:p:Poinc * Sph compat']",2,"['e:rigid equiv Sph spec', 'sss:rigid act on LS']",2618,0,GLC2:corollary:c:Poinc ! Sph compat;GLC2:lemma:l:Theta and Sph rigid;GLC2:lemma:l:enhancement modules;GLC2:proposition:p:Poinc * Sph compat,e:rigid equiv Sph spec;sss:rigid act on LS
GLC2:proposition:p:enh Sph Spec,GLC2,proposition,p:enh Sph Spec,34244,34475.0,5,"['GLC2:corollary:c:inv vs coinv', 'GLC2:lemma:l:enhancement modules', 'GLC2:proposition:p:IndCoh Op via fact almost', 'GLC2:proposition:p:QCoh co descent', 'GLC2:theorem:t:FLE and Sat']",14,"['e:R G Op', 'e:RH com', 'e:coinv co LH nabla', 'e:conv H', 'e:conv H R', 'e:conv H act', 'e:enh Sph Spec', 'e:enh Sph Spec 1', 'e:inv vs coinv', 'sss:Sph acts on Rep', 'sss:Sph spec acts on mon-free', 'sss:enh Sph Spec', 'sss:left to right Sph', 'sss:recover mon structure Sph']",9034,1,GLC2:corollary:c:inv vs coinv;GLC2:lemma:l:enhancement modules;GLC2:proposition:p:IndCoh Op via fact almost;GLC2:proposition:p:QCoh co descent;GLC2:theorem:t:FLE and Sat,e:R G Op;e:RH com;e:coinv co LH nabla;e:conv H;e:conv H R;e:conv H act;e:enh Sph Spec;e:enh Sph Spec 1;e:inv vs coinv;sss:Sph acts on Rep;sss:Sph spec acts on mon-free;sss:enh Sph Spec;sss:left to right Sph;sss:recover mon structure Sph
GLC2:lemma:auto0409@L34475,GLC2,lemma,,34475,34544.0,1,['GLC2:theorem:t:FLE and Sat'],4,"['e:Sph to Whit App', 'e:Sph to Whit App1', 'e:enh Sph Spec', 'sss:enh Sph Spec']",2527,0,GLC2:theorem:t:FLE and Sat,e:Sph to Whit App;e:Sph to Whit App1;e:enh Sph Spec;sss:enh Sph Spec
GLC2:lemma:l:Sph to Whit App,GLC2,lemma,l:Sph to Whit App,34544,34597.0,1,['GLC2:lemma:l:enhancement modules'],8,"['e:FLE and Sat App 1', 'e:FLE and Sat App 2', 'e:Sph to Whit App', 'e:Sph to Whit App2', 'e:enh Sph Spec', 'e:functor to use', 'sss:bimod acting', 'sss:cor CR']",2242,1,GLC2:lemma:l:enhancement modules,e:FLE and Sat App 1;e:FLE and Sat App 2;e:Sph to Whit App;e:Sph to Whit App2;e:enh Sph Spec;e:functor to use;sss:bimod acting;sss:cor CR
GLC2:proposition:p:FLE and Sat App,GLC2,proposition,p:FLE and Sat App,34597,34806.0,6,"['GLC2:corollary:c:IndCoh* Op bdd below', 'GLC2:lemma:l:Sph to Whit App', 'GLC2:lemma:l:two algebras mods', 'GLC2:proposition:p:IndCoh Op via fact almost', 'GLC2:proposition:p:enh Sph Spec', 'GLC2:theorem:t:FLE and Sat']",17,"['e:FLE and Sat App 1', 'e:FLE and Sat App 2', 'e:FLE and Sat App 3', 'e:FLE and Sat App 3 bis', 'e:FLE and Sat App 4', 'e:FLE and Sat App 5', 'e:FLE and Sat diag', 'e:Op to LS enh', 'e:Sph to Whit App2', 'e:rel ch alg 1', 'e:rel ch alg 2', 'e:rel ch alg 2 +', 'e:rel ch alg 3', 'e:rel ch alg 4', 'ss:FLE and Sat App proof', ""sss:A and A' mod untl"", 'sss:bimod acting']",9034,0,GLC2:corollary:c:IndCoh* Op bdd below;GLC2:lemma:l:Sph to Whit App;GLC2:lemma:l:two algebras mods;GLC2:proposition:p:IndCoh Op via fact almost;GLC2:proposition:p:enh Sph Spec;GLC2:theorem:t:FLE and Sat,e:FLE and Sat App 1;e:FLE and Sat App 2;e:FLE and Sat App 3;e:FLE and Sat App 3 bis;e:FLE and Sat App 4;e:FLE and Sat App 5;e:FLE and Sat diag;e:Op to LS enh;e:Sph to Whit App2;e:rel ch alg 1;e:rel ch alg 2;e:rel ch alg 2 +;e:rel ch alg 3;e:rel ch alg 4;ss:FLE and Sat App proof;sss:A and A' mod untl;sss:bimod acting
GLC2:proposition:p:arc space for smooth,GLC2,proposition,p:arc space for smooth,34806,34816.0,0,[],0,[],456,0,,
GLC2:proposition:p:arc space for smooth XI,GLC2,proposition,p:arc space for smooth XI,34816,34862.0,0,[],0,[],2140,1,,
GLC2:lemma:lem: unipro affine blowup,GLC2,lemma,lem: unipro affine blowup,34862,34881.0,0,[],1,['sss: affine blowup'],636,2,,sss: affine blowup
GLC2:lemma:l:affine closure,GLC2,lemma,l:affine closure,34881,35038.0,1,['GLC2:lemma:lem: unipro affine blowup'],4,"['e:arcs to limit', 'e:arcs to limit I', 'e:thick diagonal', 'sss:blow-up expl']",5495,0,GLC2:lemma:lem: unipro affine blowup,e:arcs to limit;e:arcs to limit I;e:thick diagonal;sss:blow-up expl
GLC2:proposition:p:acrs as jets n,GLC2,proposition,p:acrs as jets n,35038,35087.0,0,[],2,"['e:acrs as jets n step 0', 'e:acrs as jets n step 1']",1565,1,,e:acrs as jets n step 0;e:acrs as jets n step 1
GLC2:lemma:l:jets to arcs,GLC2,lemma,l:jets to arcs,35087,35558.0,4,"['GLC2:corollary:c:fact com untl to X bis', 'GLC2:lemma:lem: unipro affine blowup', 'GLC2:proposition:p:acrs as jets n', 'GLC2:proposition:p:arc space for smooth XI']",16,"['e: Z pre as affine blow up', 'e:A on Ran', 'e:A on X', 'e:acrs as jets n step 0 sq', 'e:acrs as jets n step 1 sq', 'e:alg to glob sect', 'e:arcs as fact', 'lem: affine blowup flat', 'lem: affine blowup smooth', 'lem: arc space affine blow up', 'lem: iterated affine blowup', 'sss: affine blowup', 'sss: iterated affine blowup', 'sss:com fact and arcs gen', 'sss:left adj on untl alg', 'sssec: proof of p:arc space for smooth X2']",22984,0,GLC2:corollary:c:fact com untl to X bis;GLC2:lemma:lem: unipro affine blowup;GLC2:proposition:p:acrs as jets n;GLC2:proposition:p:arc space for smooth XI,e: Z pre as affine blow up;e:A on Ran;e:A on X;e:acrs as jets n step 0 sq;e:acrs as jets n step 1 sq;e:alg to glob sect;e:arcs as fact;lem: affine blowup flat;lem: affine blowup smooth;lem: arc space affine blow up;lem: iterated affine blowup;sss: affine blowup;sss: iterated affine blowup;sss:com fact and arcs gen;sss:left adj on untl alg;sssec: proof of p:arc space for smooth X2
GLC2:proposition:p:hor sect,GLC2,proposition,p:hor sect,35558,35609.0,1,['GLC2:corollary:c:ch homology as left adj'],2,"['e:fact hom A on Ran', 'e:horiz sections functor']",2030,3,GLC2:corollary:c:ch homology as left adj,e:fact hom A on Ran;e:horiz sections functor
GLC2:proposition:p:global section modules +,GLC2,proposition,p:global section modules +,35609,35659.0,0,[],1,['e:fact hom A on Ran'],2227,2,,e:fact hom A on Ran
GLC2:remark:r:indep aff,GLC2,remark,r:indep aff,35659,35674.0,3,"['GLC2:proposition:p:global section modules +', 'GLC2:proposition:p:hor sect', 'GLC2:remark:r:indep com']",0,[],753,0,GLC2:proposition:p:global section modules +;GLC2:proposition:p:hor sect;GLC2:remark:r:indep com,
GLC2:remark:e:indep Rep L^+N,GLC2,remark,e:indep Rep L^+N,35674,35698.0,0,[],1,['ss:as good as affine'],883,1,,ss:as good as affine
GLC2:remark:auto0422@L35698,GLC2,remark,,35698,35779.0,2,"['GLC2:proposition:p:hor sect', 'GLC2:remark:e:indep Rep L^+N']",4,"['e:indep Rep N', 'e:map to mer Sect', ""e:recover A'"", 'sss:modif as pairs']",2973,0,GLC2:proposition:p:hor sect;GLC2:remark:e:indep Rep L^+N,e:indep Rep N;e:map to mer Sect;e:recover A';sss:modif as pairs
GLC2:corollary:c:hor sect mer,GLC2,corollary,c:hor sect mer,35779,35818.0,1,['GLC2:lemma:l:monoidal on Ran untl'],1,['sss:fact mods for com'],1667,0,GLC2:lemma:l:monoidal on Ran untl,sss:fact mods for com
GLC2:lemma:l:fact hom R,GLC2,lemma,l:fact hom R,35818,35933.0,1,['GLC2:lemma:l:int over Ran and Ran untl'],4,"['e:fact hom R', 'ss:sections with poles', 'sss:almost unital', 'sss:counital spaces']",4342,1,GLC2:lemma:l:int over Ran and Ran untl,e:fact hom R;ss:sections with poles;sss:almost unital;sss:counital spaces
GLC2:lemma:l:mixed with poles,GLC2,lemma,l:mixed with poles,35933,35960.0,0,[],2,"['e:modified D-scheme', 'sss:QCohco to fact mod']",1034,2,,e:modified D-scheme;sss:QCohco to fact mod
GLC2:proposition:p:global section modules,GLC2,proposition,p:global section modules,35960,36170.0,1,['GLC2:proposition:p:global section modules +'],13,"['e:global section modules 1', 'e:global section modules 1.75', 'e:global section modules 2', 'e:global section modules 2.5', 'e:global section modules 2.75', 'e:global section modules 2.875', 'e:global section modules 3', 'e:global section modules 4', 'e:global section modules 4.75', 'e:iota Y', 'e:modified D-scheme', 'sss:glob poles as colimit', 'sss:univ property restr']",10146,1,GLC2:proposition:p:global section modules +,e:global section modules 1;e:global section modules 1.75;e:global section modules 2;e:global section modules 2.5;e:global section modules 2.75;e:global section modules 2.875;e:global section modules 3;e:global section modules 4;e:global section modules 4.75;e:iota Y;e:modified D-scheme;sss:glob poles as colimit;sss:univ property restr
GLC2:lemma:l:iota Y mer to reg restr,GLC2,lemma,l:iota Y mer to reg restr,36170,36232.0,2,"['GLC2:lemma:l:reg to mf fact module comparison', 'GLC2:proposition:p:structure over LS compat']",3,"['e:from QCoh mmod to fact mmod', 'e:iota Y mer to reg restr', 'sss:LS partial puncture']",2550,2,GLC2:lemma:l:reg to mf fact module comparison;GLC2:proposition:p:structure over LS compat,e:from QCoh mmod to fact mmod;e:iota Y mer to reg restr;sss:LS partial puncture
GLC2:remark:auto0428@L36232,GLC2,remark,,36232,36242.0,0,[],1,['sss:spread Y x'],413,0,,sss:spread Y x
GLC2:remark:r:compare with Gr,GLC2,remark,r:compare with Gr,36242,36291.0,0,[],1,['sss:from LG to Gr_G'],1961,1,,sss:from LG to Gr_G
GLC2:theorem:t:create fact ff,GLC2,theorem,t:create fact ff,36291,36297.0,0,[],1,['e:from QCoh mmod to fact mmod form'],219,4,,e:from QCoh mmod to fact mmod form
GLC2:remark:auto0431@L36297,GLC2,remark,,36297,36306.0,0,[],1,['e:from QCoh mmod to fact mmod'],513,0,,e:from QCoh mmod to fact mmod
GLC2:remark:auto0432@L36306,GLC2,remark,,36306,36404.0,2,"['GLC2:remark:r:compare with Gr', 'GLC2:theorem:t:create fact ff']",3,"['e:from QCoh mmod to fact mmod form', 'e:restr from qcoh on reg opers compl', 'sss:funct between pairs modules untl']",3688,0,GLC2:remark:r:compare with Gr;GLC2:theorem:t:create fact ff,e:from QCoh mmod to fact mmod form;e:restr from qcoh on reg opers compl;sss:funct between pairs modules untl
GLC2:lemma:l:restr of Vect,GLC2,lemma,l:restr of Vect,36404,36628.0,4,"['GLC2:lemma:l:basic adj', 'GLC2:lemma:l:fact res crit', 'GLC2:proposition:p:t-structure fact mod', 'GLC2:theorem:t:create fact ff']",11,"['e:Rep(G) fact', 'e:Y LS spread', 'e:Y LS spread form', 'e:basic adj Rep G', 'e:ff Rep G to prove', 'e:restr of Vect', 'm:ff Rep G to prove q', 'sss:* pullback on IndCoh* finite Tor dim', 'sss:placid for unital', 'sss:rel fact flat', 'sss:spread Y x']",8375,0,GLC2:lemma:l:basic adj;GLC2:lemma:l:fact res crit;GLC2:proposition:p:t-structure fact mod;GLC2:theorem:t:create fact ff,e:Rep(G) fact;e:Y LS spread;e:Y LS spread form;e:basic adj Rep G;e:ff Rep G to prove;e:restr of Vect;m:ff Rep G to prove q;sss:* pullback on IndCoh* finite Tor dim;sss:placid for unital;sss:rel fact flat;sss:spread Y x
GLC2:lemma:l:restriction and fact form IndCoh,GLC2,lemma,l:restriction and fact form IndCoh,36628,36655.0,2,"['GLC2:lemma:l:fact res crit', 'GLC2:lemma:l:iota Y mer to reg restr']",1,['e:restriction and fact form IndCoh'],942,1,GLC2:lemma:l:fact res crit;GLC2:lemma:l:iota Y mer to reg restr,e:restriction and fact form IndCoh
GLC2:corollary:c:restriction and fact form IndCoh,GLC2,corollary,c:restriction and fact form IndCoh,36655,36699.0,2,"['GLC2:lemma:l:hom category', 'GLC2:proposition:p:structure over LS compat']",1,['e:Rep to Whit KM'],1910,0,GLC2:lemma:l:hom category;GLC2:proposition:p:structure over LS compat,e:Rep to Whit KM
GLC2:lemma:l:ident Whit as fact mod,GLC2,lemma,l:ident Whit as fact mod,36699,36748.0,0,[],4,"['e:Rep to Op', 'e:Rep(G) fact', 'e:Res Whit to Rep', 'sss:Whit ten over LS']",2156,1,,e:Rep to Op;e:Rep(G) fact;e:Res Whit to Rep;sss:Whit ten over LS
GLC2:lemma:l:ident Op as fact mod,GLC2,lemma,l:ident Op as fact mod,36748,36766.0,1,['GLC2:lemma:l:restriction and fact form IndCoh'],1,['e:Res Op to Rep'],485,1,GLC2:lemma:l:restriction and fact form IndCoh,e:Res Op to Rep
GLC2:proposition:p:match fact structures,GLC2,proposition,p:match fact structures,36766,36966.0,8,"['GLC2:corollary:c:IndCoh* Op bdd below', 'GLC2:lemma:l:ident Op as fact mod', 'GLC2:lemma:l:ident Whit as fact mod', 'GLC2:proposition:p:structure over LS compat', 'GLC2:remark:r:CS again', 'GLC2:theorem:t:birth', 'GLC2:theorem:t:center as DS', 'GLC2:theorem:t:create fact ff']",7,"['e:F1 and F2', 'e:Rep to Whit KM 2', 'e:Rep to Whit KM 5', 'e:Rep to Whit KM 6', 'e:Rep to Whit KM 8', 's:unitality', 'sss:loc-to-glob notation']",9766,0,GLC2:corollary:c:IndCoh* Op bdd below;GLC2:lemma:l:ident Op as fact mod;GLC2:lemma:l:ident Whit as fact mod;GLC2:proposition:p:structure over LS compat;GLC2:remark:r:CS again;GLC2:theorem:t:birth;GLC2:theorem:t:center as DS;GLC2:theorem:t:create fact ff,e:F1 and F2;e:Rep to Whit KM 2;e:Rep to Whit KM 5;e:Rep to Whit KM 6;e:Rep to Whit KM 8;s:unitality;sss:loc-to-glob notation
GLC2:remark:auto0439@L36966,GLC2,remark,,36966,37005.0,1,['GLC2:remark:r:dual of lax sections'],2,"['e:F ul lax untl to F', 'e:F ul untl to F']",1699,0,GLC2:remark:r:dual of lax sections,e:F ul lax untl to F;e:F ul untl to F
GLC2:remark:r:shvs of cat on Ran via proper,GLC2,remark,r:shvs of cat on Ran via proper,37005,37070.0,0,[],1,['sss:proper approx'],2361,1,,sss:proper approx
GLC2:remark:r:dual of lax sections,GLC2,remark,r:dual of lax sections,37070,37090.0,0,[],0,[],623,1,,
GLC2:lemma:l:adj of lax sections,GLC2,lemma,l:adj of lax sections,37090,37126.0,1,['GLC2:remark:r:shvs of cat on Ran via proper'],0,[],1107,0,GLC2:remark:r:shvs of cat on Ran via proper,
GLC2:lemma:l:dual of lax sections,GLC2,lemma,l:dual of lax sections,37126,37251.0,0,[],6,"['e:F ul lax untl to F', 'e:proper diagram 1', 'e:proper diagram 2', ""e:proper diagram 2'"", 'e:proper diagram 3', 'sss:proper approx']",5388,3,,e:F ul lax untl to F;e:proper diagram 1;e:proper diagram 2;e:proper diagram 2';e:proper diagram 3;sss:proper approx
GLC2:remark:auto0444@L37251,GLC2,remark,,37251,37277.0,1,['GLC2:lemma:l:dual of lax sections'],0,[],778,0,GLC2:lemma:l:dual of lax sections,
GLC2:proposition:p:indep Vect,GLC2,proposition,p:indep Vect,37277,37281.0,0,[],1,['e:indep Vect'],98,2,,e:indep Vect
GLC2:remark:r:indep Vect,GLC2,remark,r:indep Vect,37281,37292.0,0,[],1,['sss:indep via duality'],345,1,,sss:indep via duality
GLC2:remark:auto0447@L37292,GLC2,remark,,37292,37373.0,2,"['GLC2:proposition:p:indep Vect', 'GLC2:proposition:p:local-to-global empty set']",4,"['e:indep Vect 1', 'e:indep Vect 2', 'e:indep Vect 3', 'e:indep Vect 5']",3156,0,GLC2:proposition:p:indep Vect;GLC2:proposition:p:local-to-global empty set,e:indep Vect 1;e:indep Vect 2;e:indep Vect 3;e:indep Vect 5
GLC2:remark:auto0448@L37373,GLC2,remark,,37373,37424.0,1,['GLC2:remark:r:indep Vect'],1,['e:unit object abs'],1878,0,GLC2:remark:r:indep Vect,e:unit object abs
GLC2:proposition:p:Ran vs indep,GLC2,proposition,p:Ran vs indep,37424,37511.0,1,['GLC2:lemma:l:dual of lax sections'],1,['e:indep diag'],3749,2,GLC2:lemma:l:dual of lax sections,e:indep diag
GLC2:corollary:c:Ran vs indep,GLC2,corollary,c:Ran vs indep,37511,37533.0,2,"['GLC2:proposition:p:Ran vs indep', 'GLC2:proposition:p:unitality as a property']",0,[],952,1,GLC2:proposition:p:Ran vs indep;GLC2:proposition:p:unitality as a property,
GLC2:corollary:c:Ran vs indep 1,GLC2,corollary,c:Ran vs indep 1,37533,37543.0,0,[],0,[],191,1,,
GLC2:corollary:c:Ran vs indep 2,GLC2,corollary,c:Ran vs indep 2,37543,37589.0,0,[],2,"['ss:com untl fact alg', 'sss:right adj categ prestack']",1709,2,,ss:com untl fact alg;sss:right adj categ prestack
GLC2:remark:auto0453@L37589,GLC2,remark,,37589,37666.0,1,['GLC2:corollary:c:!-dir image ps-proper'],2,"['e:conv op unital -1', 'e:conv op unital 0']",3174,0,GLC2:corollary:c:!-dir image ps-proper,e:conv op unital -1;e:conv op unital 0
GLC2:lemma:l:mon str indep,GLC2,lemma,l:mon str indep,37666,37692.0,0,[],0,[],955,0,,
GLC2:lemma:l:conv vs pointwise,GLC2,lemma,l:conv vs pointwise,37692,37913.0,2,"['GLC2:corollary:c:Ran vs indep 1', 'GLC2:corollary:c:Ran vs indep 2']",9,"['e:conv op unital -1', 'e:conv op unital -1 nu', 'e:conv op unital -2', 'e:conv vs pointwise', 'e:conv vs pointwise 1', 'e:from nu Ran', 'e:t back and forth', 'sss:Ran unital pointwise', 'sss:constant monoidal']",8222,0,GLC2:corollary:c:Ran vs indep 1;GLC2:corollary:c:Ran vs indep 2,e:conv op unital -1;e:conv op unital -1 nu;e:conv op unital -2;e:conv vs pointwise;e:conv vs pointwise 1;e:from nu Ran;e:t back and forth;sss:Ran unital pointwise;sss:constant monoidal
GLC2:lemma:l:! vs star indep 1,GLC2,lemma,l:! vs star indep 1,37913,38014.0,2,"['GLC2:corollary:c:Ran vs indep', 'GLC2:corollary:c:Ran vs indep 2']",2,"['e:Tw arr functor', 'sss:integrated va Tw arr']",3543,0,GLC2:corollary:c:Ran vs indep;GLC2:corollary:c:Ran vs indep 2,e:Tw arr functor;sss:integrated va Tw arr
GLC2:corollary:c:unital vs non-unital Ran actions,GLC2,corollary,c:unital vs non-unital Ran actions,38014,38048.0,1,['GLC2:lemma:l:dual of lax sections'],0,[],1230,2,GLC2:lemma:l:dual of lax sections,
GLC2:corollary:c:integrated actions,GLC2,corollary,c:integrated actions,38048,38065.0,0,[],1,['sss:integrated actions'],700,3,,sss:integrated actions
GLC2:remark:auto0459@L38065,GLC2,remark,,38065,38087.0,1,['GLC2:corollary:c:integrated actions'],1,['sss:indep monoidal loc non-un'],725,0,GLC2:corollary:c:integrated actions,sss:indep monoidal loc non-un
GLC2:corollary:c:indep action from conv,GLC2,corollary,c:indep action from conv,38087,38150.0,0,[],3,"['ss:actions on Ran', 'ss:monoidal on untl Ran', 'sss:pseudo-proper rel']",2729,2,,ss:actions on Ran;ss:monoidal on untl Ran;sss:pseudo-proper rel
GLC2:proposition:p:get rid of parameters,GLC2,proposition,p:get rid of parameters,38150,38201.0,0,[],0,[],2465,0,,
GLC2:corollary:c:get rid of parameters,GLC2,corollary,c:get rid of parameters,38201,38322.0,2,"['GLC2:proposition:p:unitality as a property', 'GLC2:proposition:prop: all to left-lax']",7,"['e:ins unit int as functor', 'e:left-lax unitality transform original', 'ss: proof prop: all to left-lax', 'ss:left-lax', 'sss:F subset Z', 'sss:local actions params', 'sss:unitality concrete']",5815,1,GLC2:proposition:p:unitality as a property;GLC2:proposition:prop: all to left-lax,e:ins unit int as functor;e:left-lax unitality transform original;ss: proof prop: all to left-lax;ss:left-lax;sss:F subset Z;sss:local actions params;sss:unitality concrete
GLC2:proposition:prop: all to left-lax,GLC2,proposition,prop: all to left-lax,38322,38368.0,0,[],2,"['ss: proof prop: all to left-lax adjointable', 'ss:constr int']",2291,5,,ss: proof prop: all to left-lax adjointable;ss:constr int
GLC2:proposition:prop: all to left-lax adjointable,GLC2,proposition,prop: all to left-lax adjointable,38368,38516.0,2,"['GLC2:proposition:p:unitality as a property', 'GLC2:proposition:prop: all to left-lax']",10,"['e: corr Mor1', 'e: corr Mor2', 'e: lax colax sq general local global', 'e: lax colax sq general local global left adj', 'e:correlator F', 'e:ins unit int as functor', 'e:ins unit int as functor untl', 'e:ins unit int as functor untl compat', 'rem: left-lax GUAii', 'sss:unital insertion']",8481,2,GLC2:proposition:p:unitality as a property;GLC2:proposition:prop: all to left-lax,e: corr Mor1;e: corr Mor2;e: lax colax sq general local global;e: lax colax sq general local global left adj;e:correlator F;e:ins unit int as functor;e:ins unit int as functor untl;e:ins unit int as functor untl compat;rem: left-lax GUAii;sss:unital insertion
GLC2:lemma:auto0465@L38516,GLC2,lemma,,38516,38612.0,0,[],1,['sss:F subset Z'],4197,0,,sss:F subset Z
GLC2:lemma:auto0466@L38612,GLC2,lemma,,38612,38635.0,1,['GLC2:proposition:prop: all to left-lax'],3,"['e:unitality transform original', 'ss: left-lax intro', 'sss: paradigm colax']",1042,0,GLC2:proposition:prop: all to left-lax,e:unitality transform original;ss: left-lax intro;sss: paradigm colax
GLC2:lemma:lem: all to left-lax general,GLC2,lemma,lem: all to left-lax general,38635,38742.0,3,"['GLC2:proposition:p:unitality as a property', 'GLC2:proposition:prop: all to left-lax', 'GLC2:proposition:prop: all to left-lax adjointable']",8,"['e: GUAii comodule', 'e: int all to left-lax', 'e: oblv left-lax to all', 'e:correlator F', 'eqn: unit adjunction comodule', 'sss: exam const sheaf cat', 'sss: paradigm colax', 'sss: proof p:unitality as a property colax']",5256,0,GLC2:proposition:p:unitality as a property;GLC2:proposition:prop: all to left-lax;GLC2:proposition:prop: all to left-lax adjointable,e: GUAii comodule;e: int all to left-lax;e: oblv left-lax to all;e:correlator F;eqn: unit adjunction comodule;sss: exam const sheaf cat;sss: paradigm colax;sss: proof p:unitality as a property colax
GLC2:lemma:lem: lax to st,GLC2,lemma,lem: lax to st,38742,39275.0,6,"['GLC2:lemma:l:coaction functor term n', 'GLC2:lemma:l:int over Ran and Ran untl', 'GLC2:lemma:l:pr small untl', 'GLC2:lemma:l:two algebras mods', 'GLC2:proposition:prop: all to left-lax', 'GLC2:proposition:prop: all to left-lax adjointable']",25,"['e: Pfcoact explicit', 'e: epsilon to coactL', 'e: epsilon to coactL rest', 'e: epsilon to coactL untl', 'e: lax colax sq general local global left adj', 'e: lax colax sq general local global left adj proof', 'e: oblv Ransubset untl to Ransubset', 'e:Delta * to FactCat', 'e:Delta module outcome KM', 'e:Delta to FactCat', 'e:ass fact alg', 'e:ass fact alg bis', 'e:forget aux', 'e:from fact alg to fact cat again', 'ss:action of center', 'ss:constr int', 'ss:mon cat', 'ss:mon cat to ass fact alg', 'ss:z on KL', 'sss: lax str on epsilon to coactL', 'sss: left-lax unit natural trans', 'sss:Delta *', 'sss:abs Delta module outcome', 'sss:abs R acts on vacuum', 'sss:mon cat to ass fact alg']",24408,0,GLC2:lemma:l:coaction functor term n;GLC2:lemma:l:int over Ran and Ran untl;GLC2:lemma:l:pr small untl;GLC2:lemma:l:two algebras mods;GLC2:proposition:prop: all to left-lax;GLC2:proposition:prop: all to left-lax adjointable,e: Pfcoact explicit;e: epsilon to coactL;e: epsilon to coactL rest;e: epsilon to coactL untl;e: lax colax sq general local global left adj;e: lax colax sq general local global left adj proof;e: oblv Ransubset untl to Ransubset;e:Delta * to FactCat;e:Delta module outcome KM;e:Delta to FactCat;e:ass fact alg;e:ass fact alg bis;e:forget aux;e:from fact alg to fact cat again;ss:action of center;ss:constr int;ss:mon cat;ss:mon cat to ass fact alg;ss:z on KL;sss: lax str on epsilon to coactL;sss: left-lax unit natural trans;sss:Delta *;sss:abs Delta module outcome;sss:abs R acts on vacuum;sss:mon cat to ass fact alg
GLC2:remark:r:straighten fact cat,GLC2,remark,r:straighten fact cat,39275,39347.0,0,[],2,"['e:from fact alg to fact cat dec', 'sss:mon cat to ass fact mod']",2601,1,,e:from fact alg to fact cat dec;sss:mon cat to ass fact mod
GLC2:remark:auto0470@L39347,GLC2,remark,,39347,,2,"['GLC2:lemma:l:coaction functor term KL n', 'GLC2:remark:r:straighten fact cat']",9,"['e:adjntbl subcat', 'e:from fact alg to fact cat mod dec', 'ss:mon cat', 'ss:z on KL', 'sss:R Op acts on Vac', 'sss:adj of unital', 'sss:create functor to pairs dec', 'sss:final lift', 'sss:pass to right adjoints']",15926,0,GLC2:lemma:l:coaction functor term KL n;GLC2:remark:r:straighten fact cat,e:adjntbl subcat;e:from fact alg to fact cat mod dec;ss:mon cat;ss:z on KL;sss:R Op acts on Vac;sss:adj of unital;sss:create functor to pairs dec;sss:final lift;sss:pass to right adjoints
